CustomerID,Gender,Age,Location,MembershipPeriod,PreferredCategory,VisitFrequency,AvgSessionTime,PagesViewed,PurchaseFrequency,AvgOrderValue,TotalSpent,LastPurchaseDaysAgo,DiscountUsed,CustomerSatisfaction,ReturnCount,ComplaintHistory,AppUsage,CartAbandonRate,CLV,ChurnRisk
C2653,Male,40,Surat,34,Electronics,21,27.87,2,3.61,6622.44,23002.28,94,1,4,11,1,Medium,0.47,88644.49,0
C2654,Male,62,Bangalore,59,Toys,16,43.63,6,7.63,835.18,6251.53,130,0,2,10,4,Medium,0.25,23493.43,1
C2655,Female,60,Pune,57,Electronics,8,38.75,16,8.1,2177.71,18635.81,54,1,3,11,4,Medium,0.87,80048.32,1
C2656,Male,34,Kolkata,26,Sports,6,10.85,7,5.57,6187.29,31977.95,8,1,4,11,2,Medium,0.41,91592.63,0
C2657,Female,51,Jaipur,1,Home Decor,28,35.28,19,11.37,5241.11,56643.85,161,1,4,8,3,Medium,0.7,6349.97,1
C2658,Female,30,Hyderabad,36,Grocery,4,2.36,12,13.62,2662.55,33534.91,174,0,1,1,4,Low,0.36,92832.33,1
C2659,Male,31,Bangalore,44,Home Decor,11,7.58,18,3.57,7507.4,26408.27,170,0,3,8,0,Medium,0.33,104750.88,1
C2660,Female,28,Kolkata,5,Grocery,17,10.59,10,12.63,1925.21,23766.96,119,1,5,9,3,High,0.33,13320.19,0
C2661,Male,45,Chennai,41,Electronics,2,27.68,7,2.4,6843.3,16912.65,128,1,1,4,3,Medium,0.68,40902.97,1
C2662,Female,59,Bangalore,22,Home Decor,28,10.37,4,3.82,5657.23,23753.16,63,0,4,8,2,Low,0.96,46591.05,0
C2663,Male,49,Kolkata,4,Fashion,6,17.71,17,8.64,1232.6,11485.36,117,1,4,3,4,High,0.21,4612.23,1
C2664,Female,52,Kolkata,48,Sports,4,12.44,17,4.95,4574.39,24365.83,109,1,4,7,4,High,0.64,107977.51,1
C2665,Female,48,Chennai,2,Home Decor,3,16.51,4,1.1,7460.29,8445.46,88,1,4,7,1,High,0.27,1763.14,0
C2666,Male,34,Kolkata,16,Beauty,7,42.53,5,4.78,5065.5,23102.23,161,1,5,2,1,Medium,0.55,35003.66,0
C2667,Male,64,Delhi,16,Grocery,7,44.89,1,13.62,4371.82,58163.78,69,0,2,4,3,Medium,0.54,63569.28,1
C2668,Female,26,Mumbai,53,Books,16,31.49,19,3.03,3120.69,8983.14,124,1,2,9,4,Medium,0.45,36232.94,1
C2669,Female,27,Delhi,56,Books,2,26.61,11,11.57,6373.67,68361.34,4,0,3,0,2,High,0.5,327705.47,0
C2670,Male,25,Chennai,56,Home Decor,8,32.46,1,10.97,7330.56,79387.42,106,0,4,5,4,Medium,0.88,489028.65,0
C2671,Female,38,Ahmedabad,22,Toys,15,35.18,8,2.04,6100.54,13434.57,107,0,3,8,2,Low,0.09,20573.1,1
C2672,Male,30,Bangalore,43,Fashion,27,33.78,4,5.28,5884.42,32584.95,157,0,5,11,1,High,0.83,122348.83,0
C2673,Female,22,Surat,1,Grocery,16,5.52,15,3.25,1782.18,6353.73,21,1,3,0,0,High,0.46,480.44,0
C2674,Male,23,Hyderabad,15,Fashion,1,15.34,17,0.84,6721.69,5301.59,154,1,2,1,4,Medium,0.33,5201.73,1
C2675,Female,47,Hyderabad,24,Books,27,16.77,18,3.01,613.36,1846.41,86,1,2,6,1,Low,0.18,2791.83,0
C2676,Male,48,Jaipur,4,Sports,10,17.88,3,3.42,6131.68,22199.4,41,1,2,5,0,Medium,0.81,5365.64,0
C2677,Male,34,Jaipur,18,Books,7,16.81,18,2.91,1923.7,5553.7,78,0,3,9,0,Medium,0.59,8365.88,0
C2678,Male,28,Chennai,17,Sports,16,35.84,7,1.82,4051.91,7160.7,162,0,4,10,1,High,0.73,12262.09,1
C2679,Male,37,Jaipur,7,Sports,10,34.15,17,8.13,5653.3,48865.04,172,0,1,2,1,Medium,0.31,23259.52,1
C2680,Female,26,Hyderabad,50,Electronics,12,2.2,18,5.18,6144.9,31386.91,129,1,2,1,1,Low,0.39,114293.32,1
C2681,Male,19,Delhi,45,Books,17,14.74,8,13.67,7138.25,105639.34,160,0,3,6,2,High,0.91,384079.59,1
C2682,Female,54,Surat,52,Toys,13,28.82,11,3.21,2475.96,7579.69,160,0,1,9,3,Medium,0.96,28430.35,1
C2683,Male,18,Hyderabad,52,Books,12,7.17,3,9.24,2027.27,20217.25,51,1,2,9,3,Low,0.74,61097.64,1
C2684,Male,21,Delhi,10,Fashion,15,5.06,7,13.56,7971.1,103298.97,118,0,2,4,3,Medium,0.75,73526.24,1
C2685,Male,53,Ahmedabad,1,Home Decor,14,37.62,15,1.18,1898.2,2145.61,24,0,5,5,2,High,0.69,208.18,0
C2686,Male,42,Chennai,2,Beauty,19,21.47,10,7.99,5424.2,42650.99,172,1,2,8,1,Low,0.59,5723.94,1
C2687,Male,20,Pune,49,Beauty,19,38.79,12,7.03,7636.13,53851.76,76,0,1,6,3,High,0.6,174011.73,1
C2688,Male,26,Ahmedabad,22,Toys,26,37.41,12,13.97,7203.48,98986.77,84,0,1,3,2,Medium,0.96,153194.53,1
C2689,Female,39,Ahmedabad,32,Sports,14,40.41,19,10.12,3713.13,40298.56,37,0,4,10,2,High,0.75,128305.53,0
C2690,Male,40,Hyderabad,29,Toys,18,4.08,19,5.56,5209.38,30676.33,84,0,1,8,1,Low,0.66,53987.08,1
C2691,Female,29,Chennai,35,Beauty,26,10.0,15,10.82,4374.04,45527.39,66,0,3,2,0,Medium,0.19,125370.58,0
C2692,Female,27,Mumbai,17,Toys,29,14.73,5,8.95,2969.25,26636.02,14,1,3,3,2,Medium,0.98,34236.52,0
C2693,Male,51,Kolkata,12,Grocery,5,7.86,13,5.53,1412.05,7700.92,145,0,2,9,4,High,0.52,6715.21,1
C2694,Male,60,Ahmedabad,24,Fashion,20,22.88,9,11.89,6486.14,70273.02,88,0,4,2,2,Medium,0.94,184582.31,0
C2695,Female,27,Jaipur,30,Fashion,29,36.36,10,10.19,996.4,10657.22,15,1,2,9,0,Low,0.71,19283.23,0
C2696,Female,47,Delhi,44,Toys,6,42.9,8,0.58,4994.13,2712.18,61,1,4,10,0,High,0.04,11552.82,0
C2697,Female,39,Mumbai,30,Fashion,18,40.25,9,13.04,4876.64,69112.92,177,0,5,11,4,Low,0.54,191871.66,1
C2698,Male,23,Chennai,20,Grocery,14,21.67,6,6.26,2878.15,17648.87,98,1,4,2,3,High,0.89,33419.02,1
C2699,Female,19,Pune,42,Home Decor,4,29.37,18,9.86,1342.65,13562.23,117,0,5,11,2,Low,0.05,54679.14,0
C2700,Female,47,Surat,7,Electronics,28,11.92,10,6.25,6457.21,42926.72,136,0,5,0,1,Medium,0.87,28341.13,1
C2701,Female,19,Mumbai,42,Grocery,23,19.33,15,13.28,3856.82,47943.62,3,1,2,4,1,High,0.61,135644.81,0
C2702,Female,49,Pune,50,Fashion,1,39.46,13,9.94,5884.6,58974.16,75,0,3,3,4,Medium,0.04,229040.59,1
C2703,Male,59,Hyderabad,54,Fashion,13,3.26,11,8.9,426.94,3600.22,155,1,4,10,0,High,0.37,18548.15,0
C2704,Male,33,Bangalore,38,Books,11,24.91,2,14.71,873.67,12876.54,137,0,2,8,3,Medium,0.03,33114.47,1
C2705,Female,29,Kolkata,7,Fashion,3,39.53,8,4.57,1654.03,7679.01,15,1,5,3,2,Medium,0.0,4974.23,0
C2706,Female,18,Hyderabad,49,Home Decor,17,7.25,18,1.45,1176.55,1593.11,32,1,5,2,2,Medium,0.9,8991.74,0
C2707,Male,25,Chennai,30,Beauty,18,44.25,3,7.98,1776.14,14402.7,11,0,1,5,2,Low,0.75,28935.55,1
C2708,Male,30,Bangalore,12,Electronics,25,2.53,3,6.65,5585.96,36811.63,131,1,1,11,1,Medium,0.29,30052.6,1
C2709,Male,32,Pune,49,Grocery,10,40.1,7,7.09,661.88,4713.38,26,0,4,11,3,Medium,0.11,23015.92,0
C2710,Male,61,Bangalore,31,Toys,16,17.21,18,9.49,591.57,6068.7,7,0,3,9,4,Medium,0.05,13677.07,0
C2711,Female,25,Surat,18,Fashion,21,7.71,9,9.42,543.72,5105.25,92,0,1,10,1,High,0.92,6723.23,1
C2712,Female,27,Jaipur,46,Books,13,8.77,18,6.19,5671.9,34941.58,39,0,5,4,0,Low,0.63,176587.38,0
C2713,Male,63,Jaipur,43,Books,20,32.15,1,13.01,4428.24,57270.33,4,1,2,3,3,High,0.16,159249.22,0
C2714,Male,22,Hyderabad,2,Sports,12,39.44,4,9.95,3150.87,32123.06,30,0,3,0,0,High,0.68,5513.85,0
C2715,Male,36,Hyderabad,53,Electronics,4,29.57,4,13.4,5502.18,71775.64,166,1,4,10,2,High,1.0,361007.77,0
C2716,Male,64,Chennai,33,Books,8,41.94,17,13.74,4562.75,66470.77,51,1,2,2,1,Low,0.79,145661.07,1
C2717,Female,55,Chennai,11,Sports,12,38.23,2,2.93,356.48,999.79,36,0,4,3,3,High,0.45,1099.84,0
C2718,Female,28,Delhi,34,Electronics,19,2.39,15,10.37,6756.83,67259.23,95,0,2,9,1,Low,0.81,152123.54,1
C2719,Female,60,Surat,16,Fashion,15,30.79,13,5.1,2996.42,15552.99,113,0,2,10,3,Medium,0.74,16324.11,1
C2720,Male,37,Chennai,54,Electronics,28,15.1,9,12.63,3376.62,40598.72,117,0,3,7,2,High,0.09,187777.56,1
C2721,Female,37,Ahmedabad,35,Electronics,16,21.54,7,11.13,6323.63,64609.92,60,1,4,8,3,Medium,0.93,227508.54,0
C2722,Female,38,Surat,52,Toys,12,6.04,12,3.38,1740.6,5536.81,51,1,1,7,2,Medium,0.88,20774.86,1
C2723,Female,35,Delhi,33,Fashion,20,14.13,12,14.11,377.55,5767.96,177,1,2,8,1,Medium,0.59,11049.16,1
C2724,Male,27,Jaipur,21,Home Decor,18,29.21,14,10.41,7298.06,68538.11,15,0,2,9,1,Medium,0.51,105180.88,0
C2725,Male,51,Mumbai,20,Books,22,11.39,15,14.26,4192.18,55398.12,91,0,1,0,1,Medium,0.23,75419.23,0
C2726,Male,43,Delhi,8,Sports,12,29.84,1,3.43,2991.36,10789.88,124,0,3,10,2,High,0.83,7329.44,1
C2727,Male,47,Delhi,51,Toys,16,41.69,9,13.11,6606.65,94925.64,84,1,3,0,0,Low,0.43,356180.98,0
C2728,Male,26,Hyderabad,26,Toys,25,2.21,16,10.19,502.47,5312.88,156,0,3,2,0,Low,0.58,11953.44,0
C2729,Male,63,Kolkata,33,Home Decor,28,35.79,9,8.51,1857.64,17143.81,153,1,5,3,3,Low,0.17,50353.67,1
C2730,Female,48,Bangalore,26,Sports,20,29.58,16,12.4,1495.72,19864.63,164,0,5,1,1,Low,0.21,45130.95,0
C2731,Female,59,Jaipur,37,Beauty,11,4.01,2,9.68,5981.3,57667.04,4,1,3,9,0,Low,0.99,181258.06,0
C2732,Male,21,Pune,30,Books,22,35.98,10,10.21,2703.07,26679.45,21,0,3,6,4,Low,0.49,69756.72,0
C2733,Male,23,Pune,31,Sports,20,11.65,18,4.18,6251.38,26821.86,91,0,1,8,1,Medium,0.82,55287.94,1
C2734,Female,31,Chennai,33,Sports,14,13.43,13,12.35,619.37,7700.55,69,1,5,10,4,Low,0.83,24243.53,0
C2735,Female,21,Jaipur,11,Electronics,2,6.02,2,9.93,4982.49,44784.1,138,1,4,5,0,Medium,0.98,52464.15,0
C2736,Female,43,Ahmedabad,53,Beauty,13,24.98,13,12.74,2750.3,38243.45,50,1,3,3,2,Low,0.98,146628.01,0
C2737,Female,64,Chennai,41,Fashion,14,23.42,3,5.6,1739.28,9876.81,10,1,3,5,4,High,0.46,36129.51,0
C2738,Female,56,Chennai,5,Fashion,6,16.93,15,5.31,6589.09,37608.62,90,1,3,0,4,Medium,0.95,15111.8,1
C2739,Female,34,Delhi,2,Grocery,12,9.26,3,0.85,3474.33,3091.76,144,1,2,5,1,Low,0.37,413.94,1
C2740,Male,36,Jaipur,13,Beauty,7,38.03,10,11.64,4701.55,52983.93,166,1,5,3,3,High,0.61,66792.17,1
C2741,Male,23,Bangalore,18,Electronics,4,39.68,6,5.29,554.75,3170.08,67,1,4,2,2,Medium,0.82,5453.03,1
C2742,Male,46,Chennai,26,Grocery,28,25.24,14,5.24,6395.51,35459.03,20,1,2,5,1,High,0.91,61139.83,0
C2743,Male,28,Kolkata,25,Grocery,27,12.5,9,10.49,2509.0,25949.84,111,1,2,8,1,Medium,0.52,42483.53,1
C2744,Male,33,Surat,44,Fashion,7,6.13,18,4.17,5639.23,25116.9,69,1,4,7,0,Medium,0.42,96384.98,0
C2745,Female,47,Ahmedabad,14,Sports,13,39.35,8,13.68,6155.65,80361.81,25,0,4,7,3,Medium,0.73,122538.09,0
C2746,Female,42,Ahmedabad,5,Electronics,11,6.13,6,8.3,1201.8,10315.45,89,1,4,8,3,Medium,0.46,5098.34,0
C2747,Female,57,Chennai,59,Toys,8,2.57,15,14.56,2578.43,34648.07,54,1,4,5,2,Medium,0.67,224847.3,0
C2748,Male,28,Kolkata,56,Toys,27,22.18,14,1.61,5870.49,10142.9,12,1,4,7,2,Medium,0.8,49568.09,0
C2749,Female,24,Surat,42,Beauty,19,33.44,15,5.38,2087.77,11747.61,65,1,3,6,3,Medium,0.84,37445.29,0
C2750,Female,43,Mumbai,52,Grocery,2,21.67,6,6.03,6830.94,38328.38,67,1,4,11,4,Medium,0.25,219540.78,0
C2751,Male,39,Hyderabad,2,Electronics,21,4.21,12,11.09,2702.2,27098.53,149,0,4,0,4,Medium,0.57,6129.63,1
C2752,Female,42,Hyderabad,4,Fashion,18,31.67,10,3.59,3397.94,11929.91,133,0,5,5,1,High,0.03,4932.85,0
C2753,Male,36,Hyderabad,12,Grocery,26,29.62,19,5.94,1068.02,6566.43,79,1,3,11,3,High,0.8,6684.26,1
C2754,Male,48,Delhi,11,Grocery,21,31.31,8,13.7,1437.1,18834.38,132,1,2,10,1,Medium,0.13,15346.67,1
C2755,Female,43,Ahmedabad,4,Home Decor,10,11.08,5,2.16,2420.75,5723.73,19,1,3,3,4,Low,0.87,1665.04,0
C2756,Male,59,Pune,43,Fashion,29,36.22,10,11.31,676.6,8317.61,81,1,1,2,2,High,0.41,20434.53,1
C2757,Male,58,Pune,9,Toys,6,22.6,11,10.69,1786.35,19470.14,55,0,4,2,3,High,0.17,16159.3,0
C2758,Female,53,Delhi,10,Home Decor,24,25.06,14,2.39,3448.86,7938.78,61,1,2,11,0,Medium,0.8,5254.83,0
C2759,Female,40,Chennai,27,Fashion,22,25.47,14,10.48,3225.71,36484.65,101,0,1,9,1,Medium,0.2,66298.88,0
C2760,Male,64,Jaipur,6,Fashion,4,14.33,2,8.76,1829.95,17003.31,152,0,2,11,3,Medium,0.39,5946.83,1
C2761,Male,30,Jaipur,15,Home Decor,19,12.76,17,4.67,919.47,3938.52,147,0,3,7,0,Medium,0.57,5774.0,1
C2762,Male,42,Hyderabad,42,Toys,14,2.2,15,5.01,2749.74,13710.96,24,0,1,0,1,High,0.36,36285.01,1
C2763,Female,19,Jaipur,31,Books,14,19.05,3,12.58,6039.17,83284.6,54,1,4,6,4,Low,0.18,228376.87,0
C2764,Male,19,Chennai,22,Electronics,18,22.86,3,3.85,4227.77,16126.86,149,0,4,10,1,Low,0.41,33129.77,0
C2765,Male,33,Mumbai,53,Electronics,29,33.94,3,7.94,7590.39,65485.78,81,1,1,9,2,High,0.14,196053.31,1
C2766,Female,26,Delhi,6,Books,17,4.86,3,10.38,1377.12,15659.03,19,0,3,3,1,Medium,0.72,6568.53,0
C2767,Female,45,Mumbai,33,Electronics,18,41.73,18,2.38,1896.35,4411.64,178,1,1,0,1,Medium,0.17,9617.03,1
C2768,Male,30,Ahmedabad,29,Sports,18,13.35,6,14.02,2458.31,37667.75,151,1,3,1,3,High,0.48,83686.31,1
C2769,Female,52,Jaipur,21,Grocery,5,17.77,14,4.28,400.11,1588.47,37,0,2,6,3,High,0.56,2254.0,1
C2770,Female,58,Surat,54,Electronics,9,4.08,3,5.12,7564.03,36095.27,28,0,3,9,4,Medium,0.95,189356.13,1
C2771,Male,30,Hyderabad,56,Sports,1,30.08,1,10.16,3729.3,36196.35,80,0,1,0,2,Medium,0.08,143899.71,1
C2772,Male,48,Delhi,52,Grocery,4,32.48,10,1.63,4008.7,6491.78,71,0,1,5,2,Medium,0.93,24396.31,1
C2773,Female,38,Hyderabad,30,Electronics,26,41.94,13,9.6,1515.5,13620.66,149,1,2,3,4,High,0.21,27053.89,1
C2774,Male,49,Jaipur,21,Fashion,7,16.48,9,13.78,7019.77,93640.43,21,0,1,2,0,High,0.84,125769.42,0
C2775,Female,51,Bangalore,36,Books,11,13.07,2,4.11,5633.27,21317.44,169,0,5,6,1,Low,0.09,89130.22,0
C2776,Male,25,Jaipur,55,Beauty,14,33.22,10,5.75,3621.48,20532.01,35,1,1,8,3,Low,0.99,77390.98,1
C2777,Male,58,Delhi,58,Electronics,10,32.39,12,3.87,7060.38,29113.25,110,1,5,4,4,Medium,0.81,172378.5,1
C2778,Male,19,Pune,22,Beauty,19,42.3,19,12.37,7272.02,91664.99,1,1,1,5,4,Medium,0.06,122616.58,1
C2779,Male,55,Delhi,46,Electronics,8,10.83,3,2.93,681.0,2119.1,92,1,1,6,3,Medium,0.21,5538.95,1
C2780,Male,49,Kolkata,20,Fashion,3,32.33,19,5.53,1218.8,6248.91,91,1,2,9,3,Low,0.55,9735.31,1
C2781,Male,57,Surat,22,Books,8,4.88,1,9.21,512.74,4627.36,70,0,5,11,0,Low,0.52,10802.29,0
C2782,Female,45,Jaipur,52,Toys,29,22.66,15,6.37,4779.32,27639.27,132,0,2,5,2,High,0.63,112023.84,1
C2783,Female,54,Kolkata,40,Books,18,7.13,13,1.45,1978.17,2793.76,1,0,5,5,3,Medium,0.46,11005.3,0
C2784,Female,58,Pune,11,Beauty,5,30.09,7,14.24,6805.95,99136.08,149,1,5,2,4,Medium,0.73,96012.94,1
C2785,Female,18,Chennai,47,Sports,20,27.86,2,5.4,3887.54,21281.87,99,0,4,10,1,Medium,0.35,98327.93,0
C2786,Male,58,Chennai,31,Fashion,11,4.1,11,6.96,6750.37,42851.14,92,0,5,2,0,Low,0.18,159919.56,0
C2787,Female,27,Surat,51,Beauty,9,15.74,16,2.93,4578.16,12239.1,82,0,2,4,1,Medium,0.03,49324.99,0
C2788,Male,21,Ahmedabad,40,Beauty,19,18.99,14,13.05,6430.49,80646.23,116,1,2,6,1,High,0.32,204626.41,0
C2789,Female,52,Surat,13,Home Decor,12,12.67,15,4.73,3163.28,15774.47,125,1,3,11,2,High,0.43,15197.02,0
C2790,Female,27,Surat,18,Home Decor,27,3.66,19,0.79,7579.53,5413.69,52,0,1,5,1,High,0.66,6914.11,1
C2791,Female,64,Surat,22,Fashion,5,15.71,7,5.09,5437.12,28316.6,99,0,4,1,4,Medium,0.81,64908.15,0
C2792,Female,28,Surat,56,Fashion,16,36.08,9,14.77,4885.28,67591.05,53,0,1,2,4,Medium,0.24,286875.22,1
C2793,Female,31,Surat,17,Fashion,26,17.48,4,2.63,3013.15,8628.79,85,0,2,11,3,High,0.49,8415.39,1
C2794,Male,55,Mumbai,38,Grocery,25,15.9,6,0.95,7516.32,7040.84,80,1,4,4,2,Low,0.23,27313.43,0
C2795,Male,29,Pune,25,Sports,13,42.5,10,8.88,2900.55,23427.86,56,1,5,6,3,High,0.95,64415.33,0
C2796,Female,62,Delhi,32,Electronics,6,3.79,3,5.89,6736.12,41371.0,103,1,2,5,1,High,0.65,83190.51,1
C2797,Male,34,Jaipur,15,Toys,16,34.99,1,12.03,3413.17,40934.05,87,1,2,9,4,Low,0.68,41355.42,1
C2798,Female,33,Kolkata,13,Home Decor,18,22.77,6,11.11,6207.32,74221.65,33,1,2,2,3,Low,0.53,57291.29,1
C2799,Female,52,Surat,58,Books,17,42.61,5,3.19,7321.46,24064.65,23,0,2,6,4,Medium,0.28,90877.6,1
C2800,Male,19,Ahmedabad,26,Books,12,18.92,15,8.69,3885.17,35062.14,6,1,4,4,3,Low,0.2,91040.13,0
C2801,Female,28,Hyderabad,50,Beauty,27,32.45,11,0.97,4351.24,4446.31,85,1,1,9,0,High,0.66,12837.98,1
C2802,Female,58,Jaipur,11,Home Decor,1,5.01,13,6.87,2843.64,19224.62,175,0,1,3,2,Low,0.92,15665.21,1
C2803,Female,20,Hyderabad,13,Electronics,7,41.94,6,10.85,721.16,8282.4,5,1,5,11,3,Medium,0.21,9491.06,0
C2804,Female,46,Kolkata,33,Fashion,14,16.82,5,6.52,5324.11,31593.33,77,0,2,5,1,High,0.57,74235.26,1
C2805,Female,35,Kolkata,50,Books,28,24.53,2,2.21,1221.25,2842.29,83,1,2,1,4,Low,0.53,8943.69,1
C2806,Female,37,Jaipur,37,Home Decor,18,7.95,17,1.39,3026.25,4321.16,9,1,1,6,4,High,0.64,9423.45,1
C2807,Female,64,Ahmedabad,38,Sports,23,42.66,12,12.88,2991.1,39039.03,3,1,5,1,2,Low,0.59,147812.4,0
C2808,Male,31,Mumbai,1,Sports,1,30.94,12,13.42,1462.73,18915.9,46,0,3,6,2,High,0.27,1756.86,0
C2809,Male,51,Chennai,39,Toys,20,4.32,14,5.47,5433.67,27428.29,39,0,4,7,0,Medium,0.69,125213.41,0
C2810,Female,48,Kolkata,27,Grocery,10,8.67,7,2.88,1644.41,4875.33,13,0,1,1,3,Low,0.27,8228.29,1
C2811,Male,57,Ahmedabad,36,Home Decor,15,19.19,14,14.69,6293.19,91923.17,41,1,4,7,0,Medium,0.65,336722.67,0
C2812,Female,59,Kolkata,32,Fashion,29,11.32,7,8.42,2219.45,17633.2,139,0,1,11,3,Medium,0.3,42074.27,1
C2813,Female,35,Bangalore,41,Beauty,11,15.1,9,7.41,2512.11,16914.71,41,0,5,6,3,Low,0.08,72547.83,0
C2814,Male,47,Chennai,15,Toys,4,44.89,14,11.25,2946.71,33407.5,75,1,2,2,2,Medium,0.13,33339.26,1
C2815,Female,42,Kolkata,31,Toys,15,30.32,17,2.95,1476.19,4029.28,175,1,3,6,2,High,0.83,10949.93,1
C2816,Female,36,Ahmedabad,6,Grocery,21,41.66,17,8.91,3643.84,35254.97,177,1,4,0,3,High,0.12,19005.34,1
C2817,Female,25,Kolkata,25,Fashion,16,20.74,13,13.41,918.5,11456.45,35,1,3,1,2,High,0.33,23577.66,1
C2818,Male,45,Hyderabad,49,Toys,26,32.54,18,0.83,3588.79,2699.9,163,0,2,4,3,High,0.29,9549.21,1
C2819,Male,25,Jaipur,52,Grocery,15,21.77,19,10.26,2917.32,28507.24,67,0,1,10,2,Low,0.06,96725.58,1
C2820,Male,48,Jaipur,18,Home Decor,17,16.11,17,8.5,2904.64,23084.41,132,0,5,8,1,Medium,0.6,42674.64,0
C2821,Female,20,Kolkata,22,Electronics,23,24.32,6,14.29,5387.19,81467.02,24,1,2,0,3,Low,0.8,109075.78,0
C2822,Male,20,Ahmedabad,31,Toys,11,20.37,12,4.25,6221.48,25327.28,94,1,3,4,4,Low,0.99,67358.57,1
C2823,Female,61,Hyderabad,36,Books,18,44.16,6,12.95,3041.19,37376.75,96,1,3,5,1,High,0.94,128001.92,0
C2824,Male,39,Mumbai,9,Home Decor,28,23.34,3,4.98,2317.51,12683.34,113,0,3,2,0,High,0.05,8882.68,0
C2825,Male,34,Mumbai,46,Fashion,16,36.88,15,6.73,4106.49,25702.45,84,0,1,4,2,High,0.26,92794.85,1
C2826,Female,53,Hyderabad,3,Beauty,27,30.67,3,3.59,6365.44,20955.21,164,0,3,1,0,High,0.41,5816.56,0
C2827,Female,34,Delhi,33,Beauty,15,22.62,15,13.02,5263.21,65863.0,56,0,1,10,4,Medium,0.88,159970.49,1
C2828,Male,31,Ahmedabad,27,Fashion,29,22.39,1,3.33,592.61,1935.93,4,1,3,7,2,High,0.36,4736.87,0
C2829,Male,26,Mumbai,43,Grocery,11,16.7,3,12.96,3995.46,54478.17,168,1,4,11,0,Medium,0.57,233302.26,1
C2830,Male,47,Delhi,1,Sports,13,6.6,5,7.11,7930.43,61521.43,171,1,4,2,1,High,0.66,5830.15,1
C2831,Female,38,Ahmedabad,44,Fashion,18,34.74,14,12.61,3019.08,40078.27,58,0,2,4,0,Low,0.3,109840.41,0
C2832,Female,29,Hyderabad,57,Books,8,41.48,4,4.34,3693.52,16756.47,62,0,2,11,2,Low,0.58,61733.14,0
C2833,Male,54,Surat,9,Toys,9,11.37,9,2.42,2513.03,6679.28,135,0,5,0,1,Medium,0.05,5138.1,0
C2834,Male,49,Delhi,5,Home Decor,22,41.8,18,8.55,4132.25,37205.84,137,0,3,4,4,Low,0.48,15069.29,1
C2835,Male,28,Delhi,15,Beauty,11,11.99,10,7.89,1539.09,11267.96,22,1,3,0,0,Low,0.38,15222.68,0
C2836,Female,37,Kolkata,50,Electronics,17,24.79,8,5.67,2202.01,12389.33,4,1,1,8,3,Low,0.36,44151.07,1
C2837,Female,52,Pune,9,Beauty,1,16.78,13,10.11,5780.37,58480.5,128,0,2,1,2,High,0.23,37886.66,1
C2838,Male,64,Pune,45,Sports,11,6.92,2,1.88,1364.81,2465.68,164,0,4,5,3,High,0.82,10698.32,1
C2839,Female,63,Ahmedabad,28,Toys,7,4.27,7,9.52,7431.31,65995.83,35,0,1,8,3,Medium,0.88,137101.56,1
C2840,Male,28,Kolkata,13,Beauty,8,17.71,11,3.57,2671.3,9940.4,33,1,4,2,0,High,0.89,13513.39,0
C2841,Male,25,Jaipur,24,Sports,19,4.04,5,2.37,4727.69,10706.01,135,0,1,5,3,High,0.4,19425.7,1
C2842,Female,21,Chennai,45,Toys,25,6.48,18,13.69,2778.1,38980.37,105,0,2,0,1,Low,0.26,121727.94,1
C2843,Female,44,Surat,59,Books,4,8.12,8,7.17,3980.84,27529.87,121,0,3,6,4,Medium,0.1,127657.89,1
C2844,Female,61,Chennai,10,Toys,4,2.08,10,11.57,7259.27,84094.51,175,0,3,1,4,High,0.67,66526.66,1
C2845,Female,57,Delhi,42,Fashion,19,8.59,2,1.79,828.05,1433.91,64,1,2,4,3,High,0.33,3858.25,1
C2846,Male,55,Bangalore,22,Beauty,24,26.82,3,1.33,6893.84,9006.99,121,1,4,4,2,Medium,0.28,21893.75,0
C2847,Female,64,Mumbai,39,Grocery,9,37.24,5,7.68,4593.32,36914.01,171,1,5,11,3,Medium,0.37,144427.53,1
C2848,Male,47,Mumbai,22,Home Decor,17,10.32,16,5.08,5421.05,29652.96,18,1,5,0,2,High,0.55,60970.79,0
C2849,Female,61,Kolkata,37,Grocery,18,5.48,10,0.57,730.33,417.02,3,1,2,10,4,Medium,0.16,1125.3,0
C2850,Male,44,Pune,52,Home Decor,1,33.37,11,3.16,6162.77,19903.77,59,0,1,6,1,Low,0.96,63389.12,1
C2851,Female,38,Bangalore,39,Beauty,14,2.35,19,3.67,1283.89,5055.29,116,0,3,3,2,Medium,0.73,15747.19,1
C2852,Male,37,Kolkata,20,Books,4,33.57,16,4.68,7729.12,33591.19,39,0,4,3,4,Medium,0.05,73927.19,0
C2853,Male,21,Delhi,10,Beauty,10,7.64,12,13.22,6454.51,79563.79,64,0,5,6,0,Low,0.31,82605.86,0
C2854,Female,28,Bangalore,10,Home Decor,23,11.82,2,6.6,4095.08,26266.63,81,0,3,9,3,Medium,0.05,22457.08,0
C2855,Male,30,Mumbai,26,Books,14,7.16,11,10.35,7416.09,73825.48,60,0,2,0,2,High,0.23,126003.56,1
C2856,Female,26,Ahmedabad,25,Electronics,7,12.64,1,0.77,1601.86,1353.41,105,1,3,5,1,Low,0.29,2660.68,0
C2857,Male,21,Delhi,53,Books,12,36.32,5,12.3,7935.81,98861.67,170,0,5,0,3,Medium,0.72,508876.06,1
